Name,Longitude,Latitude,Elevation (m),Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C),vpdmin (hPa),vpdmax (hPa)
11NPSWRD_WQX,-121.4920,40.5437,1863,2019,1412.44,-0.5,6.8,14.0,0.90,11.81
11NPSWRD_WQX,-121.4920,40.5437,1863,2020,743.36,0.4,8.0,15.8,1.41,14.50
11NPSWRD_WQX,-121.4920,40.5437,1863,2021,1158.02,0.8,8.0,15.2,1.92,14.46
11NPSWRD_WQX,-121.4920,40.5437,1863,2022,860.21,0.2,7.5,14.9,1.87,14.00
11NPSWRD_WQX,-121.4920,40.5437,1863,2023,1360.65,-0.5,6.4,13.3,1.11,11.54
11NPSWRD_WQX,-121.4920,40.5437,1863,2024,1692.00,0.6,7.5,14.3,1.72,13.31
,,,,,,,,,,
11NPSWRD_WQX,-121.4760,40.4916,2230,2010,3126.38,0.4,5.8,11.3,2.01,10.01
11NPSWRD_WQX,-121.4760,40.4916,2230,2011,1866.32,0.4,6.0,11.5,2.04,10.19
11NPSWRD_WQX,-121.4760,40.4916,2230,2012,2719.20,1.2,6.7,12.1,2.55,10.80
11NPSWRD_WQX,-121.4760,40.4916,2230,2013,867.77,1.1,6.8,12.5,2.48,11.39
11NPSWRD_WQX,-121.4760,40.4916,2230,2014,2846.24,2.6,7.8,13.0,2.55,11.09
11NPSWRD_WQX,-121.4760,40.4916,2230,2015,1480.26,2.4,7.7,13.0,2.51,10.95
11NPSWRD_WQX,-121.4760,40.4916,2230,2016,3302.49,1.8,6.9,12.1,2.37,10.36
11NPSWRD_WQX,-121.4760,40.4916,2230,2017,2951.56,2.2,7.3,12.4,2.70,11.31
11NPSWRD_WQX,-121.4760,40.4916,2230,2018,1748.22,1.8,7.1,12.4,2.79,10.90
11NPSWRD_WQX,-121.4760,40.4916,2230,2019,2748.52,1.2,6.3,11.3,2.16,9.48
11NPSWRD_WQX,-121.4760,40.4916,2230,2020,1219.14,2.4,7.8,13.2,2.97,11.94
11NPSWRD_WQX,-121.4760,40.4916,2230,2021,1591.41,1.3,6.8,12.4,2.63,11.53
11NPSWRD_WQX,-121.4760,40.4916,2230,2022,1301.81,0.6,6.3,12.1,2.48,11.07
11NPSWRD_WQX,-121.4760,40.4916,2230,2023,2061.24,-0.4,5.1,10.6,1.57,9.16
11NPSWRD_WQX,-121.4760,40.4916,2230,2024,2568.97,0.2,5.9,11.5,2.08,10.43
,,,,,,,,,,
11NPSWRD_WQX,-121.4560,40.5150,1937,2010,1878.62,-1.3,6.0,13.2,0.98,11.91
11NPSWRD_WQX,-121.4560,40.5150,1937,2011,1245.79,-1.5,6.0,13.5,0.87,12.05
11NPSWRD_WQX,-121.4560,40.5150,1937,2012,1694.27,-0.6,6.8,14.1,1.47,12.99
11NPSWRD_WQX,-121.4560,40.5150,1937,2013,576.77,-1.0,6.7,14.5,1.25,13.35
11NPSWRD_WQX,-121.4560,40.5150,1937,2014,1729.40,0.6,7.8,15.0,1.28,13.31
11NPSWRD_WQX,-121.4560,40.5150,1937,2015,917.46,0.3,7.7,15.1,1.24,13.10
11NPSWRD_WQX,-121.4560,40.5150,1937,2016,2069.74,-0.3,6.9,14.1,1.06,12.30
11NPSWRD_WQX,-121.4560,40.5150,1937,2017,1751.98,0.0,7.1,14.3,1.17,13.15
11NPSWRD_WQX,-121.4560,40.5150,1937,2018,1187.04,-0.6,6.9,14.5,1.23,12.87
11NPSWRD_WQX,-121.4560,40.5150,1937,2019,1726.65,-0.8,6.4,13.5,0.85,11.42
11NPSWRD_WQX,-121.4560,40.5150,1937,2020,866.87,0.0,7.6,15.3,1.38,14.14
11NPSWRD_WQX,-121.4560,40.5150,1937,2021,1207.75,0.7,7.7,14.7,2.01,14.03
11NPSWRD_WQX,-121.4560,40.5150,1937,2022,915.61,0.1,7.2,14.3,1.87,13.45
11NPSWRD_WQX,-121.4560,40.5150,1937,2023,1442.10,-0.7,6.1,12.8,1.07,11.07
11NPSWRD_WQX,-121.4560,40.5150,1937,2024,1790.59,0.5,7.1,13.8,1.73,12.72
,,,,,,,,,,
11NPSWRD_WQX,-121.4490,40.5056,1983,2010,2104.39,-0.8,6.1,13.0,1.17,11.65
11NPSWRD_WQX,-121.4490,40.5056,1983,2011,1371.20,-0.9,6.2,13.3,1.06,11.76
11NPSWRD_WQX,-121.4490,40.5056,1983,2012,1880.23,-0.1,6.9,13.9,1.70,12.73
11NPSWRD_WQX,-121.4490,40.5056,1983,2013,633.51,-0.5,6.9,14.2,1.47,13.09
11NPSWRD_WQX,-121.4490,40.5056,1983,2014,1952.11,1.2,8.0,14.8,1.53,13.06
11NPSWRD_WQX,-121.4490,40.5056,1983,2015,1020.12,0.9,7.9,14.8,1.50,12.83
11NPSWRD_WQX,-121.4490,40.5056,1983,2016,2287.52,0.3,7.1,13.9,1.32,12.04
11NPSWRD_WQX,-121.4490,40.5056,1983,2017,1965.19,0.5,7.3,14.0,1.45,12.88
11NPSWRD_WQX,-121.4490,40.5056,1983,2018,1295.70,0.0,7.1,14.2,1.52,12.60
11NPSWRD_WQX,-121.4490,40.5056,1983,2019,1925.94,-0.3,6.5,13.2,1.07,11.15
11NPSWRD_WQX,-121.4490,40.5056,1983,2020,941.71,0.5,7.7,15.0,1.65,13.83
11NPSWRD_WQX,-121.4490,40.5056,1983,2021,1229.85,0.9,7.6,14.3,2.17,13.68
11NPSWRD_WQX,-121.4490,40.5056,1983,2022,927.92,0.3,7.1,14.0,2.04,13.09
11NPSWRD_WQX,-121.4490,40.5056,1983,2023,1484.69,-0.6,5.9,12.4,1.20,10.74
11NPSWRD_WQX,-121.4490,40.5056,1983,2024,1834.80,0.5,6.9,13.4,1.81,12.37
,,,,,,,,,,
11NPSWRD_WQX,-121.4410,40.5380,1895,2010,1673.86,-0.9,6.3,13.5,1.12,12.22
11NPSWRD_WQX,-121.4410,40.5380,1895,2011,1138.08,-1.1,6.4,13.8,1.06,12.38
11NPSWRD_WQX,-121.4410,40.5380,1895,2012,1530.29,-0.2,7.1,14.4,1.64,13.44
11NPSWRD_WQX,-121.4410,40.5380,1895,2013,524.71,-0.6,7.1,14.8,1.42,13.77
11NPSWRD_WQX,-121.4410,40.5380,1895,2014,1524.42,1.0,8.2,15.4,1.48,13.79
11NPSWRD_WQX,-121.4410,40.5380,1895,2015,831.69,0.8,8.1,15.4,1.45,13.52
11NPSWRD_WQX,-121.4410,40.5380,1895,2016,1860.10,0.1,7.3,14.4,1.25,12.68
11NPSWRD_WQX,-121.4410,40.5380,1895,2017,1555.05,0.4,7.5,14.6,1.36,13.54
11NPSWRD_WQX,-121.4410,40.5380,1895,2018,1082.64,-0.2,7.3,14.7,1.45,13.27
11NPSWRD_WQX,-121.4410,40.5380,1895,2019,1573.03,-0.4,6.7,13.7,1.03,11.78
11NPSWRD_WQX,-121.4410,40.5380,1895,2020,792.69,0.4,7.9,15.6,1.59,14.58
11NPSWRD_WQX,-121.4410,40.5380,1895,2021,1119.87,1.4,8.2,15.0,2.29,14.36
11NPSWRD_WQX,-121.4410,40.5380,1895,2022,844.93,0.9,7.8,14.7,2.21,13.86
11NPSWRD_WQX,-121.4410,40.5380,1895,2023,1311.09,0.1,6.7,13.2,1.35,11.43
11NPSWRD_WQX,-121.4410,40.5380,1895,2024,1652.62,1.1,7.6,14.0,2.01,12.89
,,,,,,,,,,
11NPSWRD_WQX,-121.4460,40.5331,1911,2010,1762.93,-1.2,6.1,13.4,1.02,12.13
11NPSWRD_WQX,-121.4460,40.5331,1911,2011,1178.71,-1.4,6.2,13.7,0.93,12.26
11NPSWRD_WQX,-121.4460,40.5331,1911,2012,1602.12,-0.5,6.9,14.3,1.53,13.27
11NPSWRD_WQX,-121.4460,40.5331,1911,2013,542.62,-0.9,6.9,14.7,1.31,13.62
11NPSWRD_WQX,-121.4460,40.5331,1911,2014,1614.99,0.7,8.0,15.2,1.33,13.62
11NPSWRD_WQX,-121.4460,40.5331,1911,2015,871.65,0.4,7.8,15.3,1.28,13.36
11NPSWRD_WQX,-121.4460,40.5331,1911,2016,1957.50,-0.2,7.0,14.3,1.10,12.55
11NPSWRD_WQX,-121.4460,40.5331,1911,2017,1661.85,0.1,7.3,14.5,1.22,13.39
11NPSWRD_WQX,-121.4460,40.5331,1911,2018,1121.73,-0.5,7.0,14.6,1.28,13.12
11NPSWRD_WQX,-121.4460,40.5331,1911,2019,1641.85,-0.7,6.5,13.7,0.89,11.64
11NPSWRD_WQX,-121.4460,40.5331,1911,2020,826.12,0.1,7.7,15.5,1.45,14.41
11NPSWRD_WQX,-121.4460,40.5331,1911,2021,1149.20,1.1,8.0,14.8,2.13,14.15
11NPSWRD_WQX,-121.4460,40.5331,1911,2022,859.42,0.5,7.5,14.6,2.00,13.64
11NPSWRD_WQX,-121.4460,40.5331,1911,2023,1355.94,-0.2,6.4,13.1,1.20,11.23
11NPSWRD_WQX,-121.4460,40.5331,1911,2024,1713.76,0.9,7.4,13.9,1.87,12.78
,,,,,,,,,,
11NPSWRD_WQX,-121.4480,40.5322,1911,2010,1762.93,-1.2,6.1,13.4,1.02,12.13
11NPSWRD_WQX,-121.4480,40.5322,1911,2011,1178.71,-1.4,6.2,13.7,0.93,12.26
11NPSWRD_WQX,-121.4480,40.5322,1911,2012,1602.12,-0.5,6.9,14.3,1.53,13.27
11NPSWRD_WQX,-121.4480,40.5322,1911,2013,542.62,-0.9,6.9,14.7,1.31,13.62
11NPSWRD_WQX,-121.4480,40.5322,1911,2014,1614.99,0.7,8.0,15.2,1.33,13.62
11NPSWRD_WQX,-121.4480,40.5322,1911,2015,871.65,0.4,7.8,15.3,1.28,13.36
11NPSWRD_WQX,-121.4480,40.5322,1911,2016,1957.50,-0.2,7.0,14.3,1.10,12.55
11NPSWRD_WQX,-121.4480,40.5322,1911,2017,1661.85,0.1,7.3,14.5,1.22,13.39
11NPSWRD_WQX,-121.4480,40.5322,1911,2018,1121.73,-0.5,7.0,14.6,1.28,13.12
11NPSWRD_WQX,-121.4480,40.5322,1911,2019,1641.85,-0.7,6.5,13.7,0.89,11.64
11NPSWRD_WQX,-121.4480,40.5322,1911,2020,826.12,0.1,7.7,15.5,1.45,14.41
11NPSWRD_WQX,-121.4480,40.5322,1911,2021,1149.20,1.1,8.0,14.8,2.13,14.15
11NPSWRD_WQX,-121.4480,40.5322,1911,2022,859.42,0.5,7.5,14.6,2.00,13.64
11NPSWRD_WQX,-121.4480,40.5322,1911,2023,1355.94,-0.2,6.4,13.1,1.20,11.23
11NPSWRD_WQX,-121.4480,40.5322,1911,2024,1713.76,0.9,7.4,13.9,1.87,12.78
,,,,,,,,,,
11NPSWRD_WQX,-121.4360,40.5025,2024,2010,2503.65,-0.6,6.0,12.7,1.32,11.42
11NPSWRD_WQX,-121.4360,40.5025,2024,2011,1623.55,-0.7,6.1,12.9,1.32,11.53
11NPSWRD_WQX,-121.4360,40.5025,2024,2012,2221.38,0.2,6.9,13.6,1.96,12.60
11NPSWRD_WQX,-121.4360,40.5025,2024,2013,759.81,-0.3,6.8,13.9,1.64,12.91
11NPSWRD_WQX,-121.4360,40.5025,2024,2014,2331.13,1.4,8.0,14.5,1.79,12.93
11NPSWRD_WQX,-121.4360,40.5025,2024,2015,1209.90,1.3,7.9,14.5,1.79,12.68
11NPSWRD_WQX,-121.4360,40.5025,2024,2016,2662.51,0.5,7.0,13.6,1.57,11.90
11NPSWRD_WQX,-121.4360,40.5025,2024,2017,2354.94,0.7,7.2,13.8,1.70,12.74
11NPSWRD_WQX,-121.4360,40.5025,2024,2018,1499.45,0.2,7.0,13.8,1.78,12.45
11NPSWRD_WQX,-121.4360,40.5025,2024,2019,2275.18,-0.2,6.3,12.8,1.29,10.94
11NPSWRD_WQX,-121.4360,40.5025,2024,2020,1052.32,0.8,7.6,14.6,1.92,13.64
11NPSWRD_WQX,-121.4360,40.5025,2024,2021,1329.23,1.0,7.5,13.9,2.30,13.43
11NPSWRD_WQX,-121.4360,40.5025,2024,2022,1025.78,0.5,7.0,13.6,2.29,12.81
11NPSWRD_WQX,-121.4360,40.5025,2024,2023,1648.71,-0.5,5.8,12.0,1.34,10.51
11NPSWRD_WQX,-121.4360,40.5025,2024,2024,2036.91,0.5,6.7,13.0,1.91,12.06
,,,,,,,,,,
11NPSWRD_WQX,-121.4730,40.5133,1983,2010,2006.04,-1.0,6.0,13.0,1.08,11.62
11NPSWRD_WQX,-121.4730,40.5133,1983,2011,1319.04,-1.1,6.0,13.2,0.99,11.70
11NPSWRD_WQX,-121.4730,40.5133,1983,2012,1783.33,-0.3,6.8,13.8,1.62,12.58
11NPSWRD_WQX,-121.4730,40.5133,1983,2013,615.73,-0.7,6.7,14.1,1.39,12.97
11NPSWRD_WQX,-121.4730,40.5133,1983,2014,1835.63,1.0,7.8,14.7,1.43,12.88
11NPSWRD_WQX,-121.4730,40.5133,1983,2015,959.08,0.8,7.7,14.7,1.43,12.67
11NPSWRD_WQX,-121.4730,40.5133,1983,2016,2222.38,0.1,6.9,13.8,1.25,11.94
11NPSWRD_WQX,-121.4730,40.5133,1983,2017,1896.72,0.4,7.2,14.0,1.37,12.83
11NPSWRD_WQX,-121.4730,40.5133,1983,2018,1261.55,-0.2,6.9,14.1,1.41,12.49
11NPSWRD_WQX,-121.4730,40.5133,1983,2019,1811.68,-0.5,6.3,13.1,1.00,11.06
11NPSWRD_WQX,-121.4730,40.5133,1983,2020,904.40,0.3,7.6,14.9,1.56,13.70
11NPSWRD_WQX,-121.4730,40.5133,1983,2021,1265.46,0.8,7.5,14.2,2.11,13.54
11NPSWRD_WQX,-121.4730,40.5133,1983,2022,975.25,0.2,7.0,13.9,1.98,12.99
11NPSWRD_WQX,-121.4730,40.5133,1983,2023,1569.82,-0.7,5.8,12.4,1.16,10.71
11NPSWRD_WQX,-121.4730,40.5133,1983,2024,1893.66,0.3,6.8,13.3,1.77,12.35
,,,,,,,,,,
PRTWQX-BC279,-121.3942,41.1787,1049,2010,545.87,1.6,9.1,16.6,1.42,16.00
PRTWQX-BC279,-121.3942,41.1787,1049,2011,414.30,0.5,8.7,17.0,1.42,16.70
PRTWQX-BC279,-121.3942,41.1787,1049,2012,549.40,0.9,9.5,18.2,1.60,19.05
PRTWQX-BC279,-121.3942,41.1787,1049,2013,216.19,0.0,9.2,18.3,1.60,18.81
PRTWQX-BC279,-121.3942,41.1787,1049,2014,457.46,2.4,10.9,19.5,1.79,19.60
PRTWQX-BC279,-121.3942,41.1787,1049,2015,425.86,2.2,10.8,19.5,1.35,19.13
PRTWQX-BC279,-121.3942,41.1787,1049,2016,604.42,2.3,10.3,18.3,1.32,17.35
PRTWQX-BC279,-121.3942,41.1787,1049,2017,612.96,2.0,10.1,18.1,1.31,17.26
PRTWQX-BC279,-121.3942,41.1787,1049,2018,518.25,1.4,10.0,18.5,1.15,17.52
PRTWQX-BC279,-121.3942,41.1787,1049,2019,605.21,1.5,9.4,17.2,1.00,15.58
PRTWQX-BC279,-121.3942,41.1787,1049,2020,310.44,1.4,10.3,19.2,1.37,19.40
PRTWQX-BC279,-121.3942,41.1787,1049,2021,461.82,1.4,10.1,18.8,1.14,19.17
PRTWQX-BC279,-121.3942,41.1787,1049,2022,380.26,0.5,9.7,18.9,0.99,19.20
PRTWQX-BC279,-121.3942,41.1787,1049,2023,527.94,1.4,9.4,17.5,0.91,16.40
PRTWQX-BC279,-121.3942,41.1787,1049,2024,681.64,2.9,10.6,18.2,1.42,17.86
,,,,,,,,,,
AREMP-CAASH0,-122.0967,41.4004,1859,2010,1588.36,0.0,6.0,12.0,1.59,11.10
AREMP-CAASH0,-122.0967,41.4004,1859,2011,957.13,-0.4,5.9,12.3,1.58,11.10
AREMP-CAASH0,-122.0967,41.4004,1859,2012,1465.97,0.3,6.9,13.5,2.17,12.96
AREMP-CAASH0,-122.0967,41.4004,1859,2013,392.57,0.1,7.1,14.1,1.97,13.30
AREMP-CAASH0,-122.0967,41.4004,1859,2014,1037.06,1.8,8.3,14.9,2.10,13.70
AREMP-CAASH0,-122.0967,41.4004,1859,2015,786.63,1.8,8.4,14.9,2.17,13.72
AREMP-CAASH0,-122.0967,41.4004,1859,2016,1688.49,1.2,7.3,13.5,1.90,12.39
AREMP-CAASH0,-122.0967,41.4004,1859,2017,1534.87,1.1,7.3,13.5,2.11,12.77
AREMP-CAASH0,-122.0967,41.4004,1859,2018,838.14,0.9,7.5,14.0,2.07,13.10
AREMP-CAASH0,-122.0967,41.4004,1859,2019,1452.01,0.4,6.6,12.7,1.75,11.59
AREMP-CAASH0,-122.0967,41.4004,1859,2020,559.52,1.0,7.8,14.6,2.28,13.96
AREMP-CAASH0,-122.0967,41.4004,1859,2021,996.36,0.4,7.4,14.4,2.15,14.88
AREMP-CAASH0,-122.0967,41.4004,1859,2022,627.98,-0.3,6.9,14.1,2.05,14.26
AREMP-CAASH0,-122.0967,41.4004,1859,2023,1326.38,-0.4,6.0,12.4,1.73,11.92
AREMP-CAASH0,-122.0967,41.4004,1859,2024,1549.50,0.2,6.2,12.2,1.98,11.87
,,,,,,,,,,
AREMP-CAASH0,-122.0537,41.4007,1533,2010,1697.54,3.2,8.7,14.1,2.33,12.89
AREMP-CAASH0,-122.0537,41.4007,1533,2011,1004.23,2.6,8.5,14.4,2.23,13.25
AREMP-CAASH0,-122.0537,41.4007,1533,2012,1546.40,3.3,9.5,15.7,2.87,15.44
AREMP-CAASH0,-122.0537,41.4007,1533,2013,415.86,3.0,9.7,16.4,2.73,15.77
AREMP-CAASH0,-122.0537,41.4007,1533,2014,1090.16,4.8,10.9,17.0,2.92,16.10
AREMP-CAASH0,-122.0537,41.4007,1533,2015,829.99,4.8,11.0,17.1,2.85,15.88
AREMP-CAASH0,-122.0537,41.4007,1533,2016,1770.75,4.1,9.9,15.7,2.49,14.39
AREMP-CAASH0,-122.0537,41.4007,1533,2017,1635.48,4.0,9.8,15.7,2.74,14.95
AREMP-CAASH0,-122.0537,41.4007,1533,2018,883.24,3.9,10.0,16.1,2.72,15.20
AREMP-CAASH0,-122.0537,41.4007,1533,2019,1557.82,3.4,9.2,15.0,2.38,13.52
AREMP-CAASH0,-122.0537,41.4007,1533,2020,594.67,4.1,10.5,16.8,2.96,16.36
AREMP-CAASH0,-122.0537,41.4007,1533,2021,990.03,3.4,10.0,16.6,2.43,16.68
AREMP-CAASH0,-122.0537,41.4007,1533,2022,638.76,2.7,9.4,16.2,2.42,15.91
AREMP-CAASH0,-122.0537,41.4007,1533,2023,1351.18,2.3,8.5,14.6,1.68,13.16
AREMP-CAASH0,-122.0537,41.4007,1533,2024,1560.12,3.2,8.9,14.7,1.83,13.43
,,,,,,,,,,
AREMP-CAASH0,-122.0679,41.3897,1598,2010,1725.17,2.3,8.1,13.8,2.14,12.79
AREMP-CAASH0,-122.0679,41.3897,1598,2011,999.77,1.9,8.0,14.2,2.06,12.97
AREMP-CAASH0,-122.0679,41.3897,1598,2012,1586.38,2.6,9.0,15.5,2.74,15.15
AREMP-CAASH0,-122.0679,41.3897,1598,2013,413.77,2.4,9.2,16.1,2.56,15.47
AREMP-CAASH0,-122.0679,41.3897,1598,2014,1130.02,4.1,10.4,16.7,2.69,15.67
AREMP-CAASH0,-122.0679,41.3897,1598,2015,845.54,4.2,10.5,16.8,2.73,15.53
AREMP-CAASH0,-122.0679,41.3897,1598,2016,1816.45,3.4,9.4,15.4,2.32,14.09
AREMP-CAASH0,-122.0679,41.3897,1598,2017,1661.93,3.3,9.4,15.5,2.59,14.65
AREMP-CAASH0,-122.0679,41.3897,1598,2018,905.70,3.2,9.5,15.9,2.55,14.92
AREMP-CAASH0,-122.0679,41.3897,1598,2019,1587.20,2.7,8.7,14.7,2.20,13.28
AREMP-CAASH0,-122.0679,41.3897,1598,2020,603.00,3.5,10.0,16.5,2.82,16.01
AREMP-CAASH0,-122.0679,41.3897,1598,2021,1006.05,2.9,9.6,16.2,2.52,16.48
AREMP-CAASH0,-122.0679,41.3897,1598,2022,633.75,2.1,9.0,15.9,2.46,15.78
AREMP-CAASH0,-122.0679,41.3897,1598,2023,1360.70,1.9,8.1,14.3,1.81,13.11
AREMP-CAASH0,-122.0679,41.3897,1598,2024,1587.85,2.6,8.3,14.1,1.93,13.18
,,,,,,,,,,
AREMP-CAASH0,-122.0880,41.4021,1778,2010,1546.05,0.6,6.6,12.5,1.75,11.64
AREMP-CAASH0,-122.0880,41.4021,1778,2011,915.76,0.2,6.6,12.9,1.70,11.70
AREMP-CAASH0,-122.0880,41.4021,1778,2012,1412.25,1.0,7.6,14.1,2.43,13.62
AREMP-CAASH0,-122.0880,41.4021,1778,2013,377.36,0.8,7.8,14.8,2.15,13.96
AREMP-CAASH0,-122.0880,41.4021,1778,2014,997.20,2.5,9.0,15.5,2.28,14.30
AREMP-CAASH0,-122.0880,41.4021,1778,2015,769.65,2.7,9.1,15.6,2.42,14.31
AREMP-CAASH0,-122.0880,41.4021,1778,2016,1660.35,1.8,8.0,14.1,2.06,12.95
AREMP-CAASH0,-122.0880,41.4021,1778,2017,1499.04,1.8,8.0,14.2,2.34,13.42
AREMP-CAASH0,-122.0880,41.4021,1778,2018,820.83,1.6,8.1,14.6,2.24,13.69
AREMP-CAASH0,-122.0880,41.4021,1778,2019,1405.76,1.1,7.3,13.5,1.89,12.17
AREMP-CAASH0,-122.0880,41.4021,1778,2020,539.56,1.9,8.5,15.2,2.50,14.65
AREMP-CAASH0,-122.0880,41.4021,1778,2021,995.14,1.2,8.1,15.0,2.37,15.54
AREMP-CAASH0,-122.0880,41.4021,1778,2022,630.39,0.3,7.5,14.7,2.20,14.87
AREMP-CAASH0,-122.0880,41.4021,1778,2023,1334.24,0.2,6.6,13.1,1.81,12.46
AREMP-CAASH0,-122.0880,41.4021,1778,2024,1563.20,0.6,6.7,12.8,1.89,12.35
,,,,,,,,,,
AREMP-CAPTH0,-122.1250,41.3117,1324,2010,2186.05,4.3,10.0,15.7,2.33,14.15
AREMP-CAPTH0,-122.1250,41.3117,1324,2011,1341.01,3.8,9.9,16.0,2.36,14.58
AREMP-CAPTH0,-122.1250,41.3117,1324,2012,1968.29,4.4,10.9,17.3,2.92,16.96
AREMP-CAPTH0,-122.1250,41.3117,1324,2013,464.74,4.4,11.2,18.1,2.86,17.42
AREMP-CAPTH0,-122.1250,41.3117,1324,2014,1553.49,6.0,12.3,18.6,3.08,17.53
AREMP-CAPTH0,-122.1250,41.3117,1324,2015,998.15,6.0,12.3,18.6,2.98,17.19
AREMP-CAPTH0,-122.1250,41.3117,1324,2016,2182.68,5.4,11.2,17.1,2.62,15.60
AREMP-CAPTH0,-122.1250,41.3117,1324,2017,2007.47,5.3,11.2,17.1,2.83,16.10
AREMP-CAPTH0,-122.1250,41.3117,1324,2018,1110.45,5.3,11.5,17.7,2.93,16.48
AREMP-CAPTH0,-122.1250,41.3117,1324,2019,2022.96,4.8,10.6,16.4,2.52,14.62
AREMP-CAPTH0,-122.1250,41.3117,1324,2020,753.79,5.4,11.8,18.2,3.19,17.55
AREMP-CAPTH0,-122.1250,41.3117,1324,2021,1282.11,4.1,10.9,17.6,2.56,18.02
AREMP-CAPTH0,-122.1250,41.3117,1324,2022,764.19,3.2,10.4,17.6,2.48,17.60
AREMP-CAPTH0,-122.1250,41.3117,1324,2023,1771.40,3.1,9.4,15.8,1.78,14.49
AREMP-CAPTH0,-122.1250,41.3117,1324,2024,2134.56,4.0,10.0,15.9,2.33,14.98
,,,,,,,,,,
AREMP-CAPTH0,-122.1426,41.3275,1582,2010,2006.43,2.4,8.1,13.8,1.97,12.48
AREMP-CAPTH0,-122.1426,41.3275,1582,2011,1253.93,1.9,8.0,14.2,2.02,12.74
AREMP-CAPTH0,-122.1426,41.3275,1582,2012,1845.12,2.6,9.0,15.4,2.56,14.76
AREMP-CAPTH0,-122.1426,41.3275,1582,2013,452.05,2.4,9.2,16.1,2.42,15.14
AREMP-CAPTH0,-122.1426,41.3275,1582,2014,1408.65,4.1,10.4,16.7,2.66,15.51
AREMP-CAPTH0,-122.1426,41.3275,1582,2015,932.61,4.1,10.5,16.8,2.69,15.49
AREMP-CAPTH0,-122.1426,41.3275,1582,2016,2016.41,3.4,9.4,15.3,2.27,13.98
AREMP-CAPTH0,-122.1426,41.3275,1582,2017,1855.19,3.4,9.3,15.3,2.54,14.35
AREMP-CAPTH0,-122.1426,41.3275,1582,2018,1036.78,3.3,9.5,15.8,2.56,14.70
AREMP-CAPTH0,-122.1426,41.3275,1582,2019,1849.92,2.8,8.6,14.5,2.23,13.06
AREMP-CAPTH0,-122.1426,41.3275,1582,2020,688.50,3.4,9.9,16.3,2.75,15.67
AREMP-CAPTH0,-122.1426,41.3275,1582,2021,1188.92,3.4,9.7,16.0,2.79,16.03
AREMP-CAPTH0,-122.1426,41.3275,1582,2022,733.57,2.7,9.3,15.8,2.66,15.44
AREMP-CAPTH0,-122.1426,41.3275,1582,2023,1644.05,2.3,8.2,14.1,1.93,12.76
AREMP-CAPTH0,-122.1426,41.3275,1582,2024,1925.47,2.2,8.1,13.9,2.00,12.80
,,,,,,,,,,
AREMP-CAPTH0,-122.2037,41.3168,1643,2010,1918.14,2.2,7.7,13.1,2.01,11.86
AREMP-CAPTH0,-122.2037,41.3168,1643,2011,1199.24,1.7,7.7,13.6,2.09,12.25
AREMP-CAPTH0,-122.2037,41.3168,1643,2012,1746.02,2.4,8.6,14.8,2.59,13.97
AREMP-CAPTH0,-122.2037,41.3168,1643,2013,444.54,2.5,9.0,15.5,2.68,14.56
AREMP-CAPTH0,-122.2037,41.3168,1643,2014,1292.00,3.9,10.0,16.1,2.80,14.89
AREMP-CAPTH0,-122.2037,41.3168,1643,2015,886.98,4.0,10.1,16.2,2.84,14.95
AREMP-CAPTH0,-122.2037,41.3168,1643,2016,1893.62,3.3,9.0,14.6,2.43,13.42
AREMP-CAPTH0,-122.2037,41.3168,1643,2017,1766.80,3.2,9.0,14.7,2.72,13.89
AREMP-CAPTH0,-122.2037,41.3168,1643,2018,968.27,3.2,9.2,15.2,2.79,14.31
AREMP-CAPTH0,-122.2037,41.3168,1643,2019,1745.61,2.7,8.2,13.7,2.47,12.62
AREMP-CAPTH0,-122.2037,41.3168,1643,2020,641.42,3.4,9.5,15.7,3.10,15.07
AREMP-CAPTH0,-122.2037,41.3168,1643,2021,1078.14,3.0,9.3,15.5,2.88,15.58
AREMP-CAPTH0,-122.2037,41.3168,1643,2022,707.46,2.8,9.0,15.2,2.91,14.89
AREMP-CAPTH0,-122.2037,41.3168,1643,2023,1482.84,2.3,7.8,13.3,2.15,12.28
AREMP-CAPTH0,-122.2037,41.3168,1643,2024,1676.07,2.1,7.8,13.4,2.20,12.41
,,,,,,,,,,
AREMP-CAPTH0,-122.1157,41.2750,1079,2010,1801.44,1.7,9.3,16.9,1.10,15.83
AREMP-CAPTH0,-122.1157,41.2750,1079,2011,1150.23,1.0,9.1,17.2,1.20,16.45
AREMP-CAPTH0,-122.1157,41.2750,1079,2012,1671.05,1.5,10.0,18.6,1.58,19.07
AREMP-CAPTH0,-122.1157,41.2750,1079,2013,421.18,1.1,10.2,19.2,1.55,19.67
AREMP-CAPTH0,-122.1157,41.2750,1079,2014,1243.28,3.2,11.5,19.8,1.65,19.80
AREMP-CAPTH0,-122.1157,41.2750,1079,2015,839.83,3.2,11.6,19.9,1.55,19.40
AREMP-CAPTH0,-122.1157,41.2750,1079,2016,1845.00,2.5,10.5,18.4,1.34,17.60
AREMP-CAPTH0,-122.1157,41.2750,1079,2017,1694.95,2.4,10.4,18.3,1.43,18.08
AREMP-CAPTH0,-122.1157,41.2750,1079,2018,949.83,2.2,10.6,19.0,1.43,18.54
AREMP-CAPTH0,-122.1157,41.2750,1079,2019,1643.72,1.9,9.7,17.6,1.14,16.51
